Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,id,likes,geometry,nearest_geom,nearest_block
Battery Park City,40.71193198394565,-74.01686930508617,Shake Shack,40.71532572032048,-74.01475032559945,Burger Joint,4dda977ad22d38ef4332c419,1587,POINT (-74.01475032559945 40.71532572032048),POINT (-74.0140703518 40.7151758794),36061031703
Dongan Hills,40.58867294819928,-74.0963990531252,Jac Mao,40.58589520337693,-74.09296254301691,Chinese Restaurant,4bba73677421a593ebd4c340,11,POINT (-74.09296254301691 40.58589520337693),POINT (-74.0932160804 40.586281407),36085009602
Park Slope,40.67232052268197,-73.97705030183924,Slope Fitness,40.674283060316576,-73.97562831136452,Gym / Fitness Center,4fd08f8ce4b0bbb4a49fd368,25,POINT (-73.97562831136452 40.67428306031658),POINT (-73.97608040199999 40.6744723618),36047015700
Arverne,40.58914394372971,-73.79199233136944,Vino by the Sea,40.58985137939453,-73.79759216308594,Wine Shop,5bfb0f414acb19002c6c62d9,1,POINT (-73.79759216308594 40.58985137939453),POINT (-73.7987939698 40.5908040201),36081095400
Richmond Hill,40.69794731471763,-73.83183321446889,Alfie's Pizza,40.69986036500267,-73.83251858445236,Pizza Place,4bcb5757b6c49c74e8fd9191,23,POINT (-73.83251858445236 40.69986036500267),POINT (-73.8336180905 40.6993467337),36081013200
South Side,40.71086147265064,-73.95800095153331,La Bicyclette Bakery,40.714405,-73.95917299999999,Bakery,5dab2f1116924c0008c4e7e9,14,POINT (-73.95917299999999 40.714405),POINT (-73.9602512563 40.7151758794),36047055300
Carroll Gardens,40.68054023107649,-73.99465372828006,The Grocery,40.681972358956145,-73.99377822875977,American Restaurant,3fd66200f964a52099eb1ee3,40,POINT (-73.99377822875977 40.68197235895614),POINT (-73.99507537689999 40.6812562814),36047007500
Financial District,40.707107107270474,-74.01066544521271,Maestro Pasta,40.709337,-74.007769,Italian Restaurant,5d4861420372ce0007e23375,11,POINT (-74.007769 40.709337),POINT (-74.0077386935 40.7083919598),36061001502
Clinton,40.75910089146212,-73.99611936309479,Massage Envy,40.76035088929084,-73.9966432478505,Spa,5410b5f4498e9db793fdb5e6,9,POINT (-73.9966432478505 40.76035088929084),POINT (-73.99507537689999 40.7604020101),36061012900
Shore Acres,40.60971934079284,-74.0666776606177,Rosebank Pizza,40.610041,-74.06342,Pizza Place,533601b2498e5a9aa1efb1da,3,POINT (-74.06341999999999 40.610041),POINT (-74.0647236181 40.6111557789),36085000800
Murray Hill,40.764126122614066,-73.81276269135866,Vine Tree,40.76522522458328,-73.81456571840903,Café,4ebae5acb634b5dc8f066dea,3,POINT (-73.81456571840903 40.76522522458328),POINT (-73.8146231156 40.7649246231),36081115700
Clinton,40.75910089146212,-73.99611936309479,Veritas Studio Wines,40.76216482709867,-73.99562415236564,Wine Shop,53f7bd97498e1548117a9a40,8,POINT (-73.99562415236564 40.76216482709867),POINT (-73.99507537689999 40.7626633166),36061012900
Long Island City,40.75021734610528,-73.93920223915505,Caffeina Espresso Bar,40.74883614017126,-73.94443542088035,Café,4babe13af964a520a7d13ae3,18,POINT (-73.94443542088035 40.74883614017126),POINT (-73.9444221106 40.7490954774),36081001900
Mill Basin,40.61597423962336,-73.91515391550405,China tokyo brooklyn ny,40.619208,-73.91852,Chinese Restaurant,4f42fe22e4b0b1d1a1e0078a,2,POINT (-73.91852 40.619208),POINT (-73.91909547739999 40.620201005),36047069000
Sea Gate,40.57637537890224,-74.00787311200241,Gold Star Food,40.577186584472656,-74.00212097167969,American Restaurant,4d5562279e508cfa8c4cff9a,0,POINT (-74.00212097167969 40.57718658447266),POINT (-74.0014070352 40.5772361809),36047033000
Murray Hill,40.764126122614066,-73.81276269135866,Coffee Factory,40.76312523471443,-73.81434112787247,Coffee Shop,57a5e2d2498eefe2db3968f1,30,POINT (-73.81434112787247 40.76312523471443),POINT (-73.8146231156 40.7626633166),36081116700
Melrose,40.819754370594936,-73.90942160757436,Blink Fitness,40.81947,-73.910522,Gym,542c31e1498e76106c273492,1,POINT (-73.910522 40.81947),POINT (-73.90959798989999 40.81919597989999),36005007500
Financial District,40.707107107270474,-74.01066544521271,Luke's Lobster,40.70451367887507,-74.01086390018462,Seafood Restaurant,4db739d841592dd82ee2b3dd,155,POINT (-74.01086390018462 40.70451367887507),POINT (-74.0109045226 40.7038693467),36061000900
Richmond Hill,40.69794731471763,-73.83183321446889,Subway,40.69976284736527,-73.83118422301158,Sandwich Place,4ca15337542b224b99de0da0,2,POINT (-73.83118422301158 40.69976284736527),POINT (-73.8304522613 40.6993467337),36081014400
Vinegar Hill,40.70332149882874,-73.98111603592393,Bridge Coffee Shop,40.702293642912935,-73.98476802759002,Café,4aae810bf964a520446220e3,23,POINT (-73.98476802759002 40.70229364291293),POINT (-73.98557788939999 40.7016080402),36047002100
Mill Basin,40.61597423962336,-73.91515391550405,ChinaTokyo,40.6194311122937,-73.9179403244233,Chinese Restaurant,4ee01ae9f7903c92cd2e0c6a,5,POINT (-73.9179403244233 40.6194311122937),POINT (-73.91909547739999 40.620201005),36047069000
Borough Park,40.633130512758015,-73.99049823044811,GoBo's,40.631559,-73.995199,Café,5318a567498ea3ae5fef03b6,6,POINT (-73.995199 40.631559),POINT (-73.99507537689999 40.6315075377),36047023800
Midtown,40.754691102706225,-73.98166882730305,Xi’an Famous Foods,40.754969,-73.982497,Chinese Restaurant,5e024619523cd2000769f67a,5,POINT (-73.982497 40.754969),POINT (-73.98241206029999 40.755879397),36061009600
Port Morris,40.80166362775621,-73.91322139386133,Rincon Ecuatoriano,40.803759,-73.911875,Latin American Restaurant,4b7ee622f964a520f30730e3,0,POINT (-73.91187499999999 40.803759),POINT (-73.91276381909999 40.8033668342),36005001900
Parkchester,40.83793782226729,-73.85600310535783,Pizza Hut,40.8338366544256,-73.85701797438743,Pizza Place,5256165411d2349efb5f4fe4,4,POINT (-73.85701797438743 40.8338366544256),POINT (-73.85577889449999 40.8327638191),36005009200
Rossville,40.54940400650072,-74.21572851113952,Vincent's Pizzeria,40.55071455098372,-74.21069726294506,Pizza Place,4e15de35d22d026fa772357a,0,POINT (-74.21069726294506 40.55071455098372),POINT (-74.2103517588 40.5501005025),36085020801
Woodside,40.746349088602216,-73.90184166838284,Casa Del Chef Bistro,40.74617380651571,-73.89994178798236,American Restaurant,545abdef498e188c2f3e2443,26,POINT (-73.89994178798236 40.74617380651571),POINT (-73.9001005025 40.7468341709),36081026100
Battery Park City,40.71193198394565,-74.01686930508617,Silverstein Family Park,40.7132612824142,-74.0115237236023,Park,4f5f423fe4b0949d4183d34a,27,POINT (-74.01152372360229 40.7132612824142),POINT (-74.0140703518 40.7129145729),36061031703
Gowanus,40.67393114318715,-73.99444087145339,Take A Break & I’ll Bake Cafe & Creperie,40.6762605721118,-73.99875640869139,Café,582390b37b454a0e884dee4e,6,POINT (-73.99875640869139 40.6762605721118),POINT (-73.998241206 40.6767336683),36047007700
Clinton,40.75910089146212,-73.99611936309479,44 & X,40.76102377100562,-73.99451778340419,American Restaurant,4665447af964a5207f471fe3,114,POINT (-73.99451778340419 40.76102377100562),POINT (-73.99507537689999 40.7604020101),36061012900
Queensboro Hill,40.7445723092867,-73.82580915110559,Recovery Room sports bar,40.74613814219034,-73.83109904686414,Bar,4f1a0cbfe4b0b4fde7de7e57,9,POINT (-73.83109904686414 40.74613814219034),POINT (-73.8304522613 40.7468341709),36081079900
Marble Hill,40.87655077879964,-73.91065965862981,Blink Fitness,40.87727149594463,-73.90559491338075,Gym,55f751ca498eacc0307d1cfe,32,POINT (-73.90559491338075 40.87727149594463),POINT (-73.90643216079999 40.87798994969999),36005028900
Belmont,40.857277100738955,-73.88845196134805,Clinton Hall,40.857304458110725,-73.8858122629058,American Restaurant,58ddb2e4a4367c31f23f23b5,13,POINT (-73.8858122629058 40.85730445811073),POINT (-73.8842713568 40.857638191),36005038900
Old Town,40.59632891379513,-74.08751118005578,Bocelli,40.59741708805682,-74.08432371429339,Italian Restaurant,4be73347d4f7c9b66c992720,35,POINT (-74.08432371429339 40.59741708805682),POINT (-74.083718593 40.5975879397),36085006400
Carnegie Hill,40.782682567125704,-73.95325646837112,Ichiro,40.778901,-73.950843,Japanese Restaurant,4b3fdfc8f964a5200ab125e3,104,POINT (-73.95084300000001 40.778901),POINT (-73.9507537688 40.7784924623),36061014602
Longwood,40.81509904545822,-73.8957882009446,Playground 52,40.81553840261015,-73.90131474287209,Playground,4d7fdb529df3f04db6ffdd94,1,POINT (-73.90131474287209 40.81553840261015),POINT (-73.9001005025 40.8146733668),36005008300
Cobble Hill,40.687919722485574,-73.99856139218463,Alma,40.68569002042739,-74.0023013251684,Mexican Restaurant,4116be80f964a520050c1fe3,97,POINT (-74.0023013251684 40.68569002042739),POINT (-74.0014070352 40.6857788945),36047004700
Hillcrest,40.723824901829204,-73.79760300912672,Vincenzo's pizza,40.72329072658845,-73.79961171812727,Pizza Place,4cf70c1a1cfea093f326e339,5,POINT (-73.79961171812727 40.72329072658845),POINT (-73.7987939698 40.7242211055),36081124700
Carnegie Hill,40.782682567125704,-73.95325646837112,Lex Restaurant,40.78253,-73.9537,Italian Restaurant,4aad53a2f964a520b75f20e3,18,POINT (-73.9537 40.78253),POINT (-73.953919598 40.7830150754),36061015801
Mott Haven,40.80623874935177,-73.91609987487574,Dunkin',40.805670132344076,-73.91133806524977,Donut Shop,4bb0bd50f964a520cf583ce3,9,POINT (-73.91133806524977 40.80567013234408),POINT (-73.91276381909999 40.8056281407),36005002702
Little Neck,40.7708261928267,-73.73889775580741,Bocconcini,40.77173505,-73.73469355,Pizza Place,4e4e814cfa7626401e9bc1f6,2,POINT (-73.73469355 40.77173505),POINT (-73.7354773869 40.7717085427),36081147900
Clinton,40.75910089146212,-73.99611936309479,Oslo Coffee Roasters,40.760512,-73.998985,Coffee Shop,5c683caaf96b2c00397a8609,10,POINT (-73.998985 40.760512),POINT (-73.998241206 40.7604020101),36061011700
West Brighton,40.631878926546065,-74.1071817826561,Carvel,40.630508047696026,-74.10630777738022,Ice Cream Shop,4bea0fca6295c9b6d7128608,6,POINT (-74.10630777738022 40.63050804769603),POINT (-74.105879397 40.6315075377),36085006700
Van Nest,40.84360847124718,-73.86629918075609,MTA MaBSTOA Bus Bx22 / Bx39 / BxM10 At White Plains Road & Morris Park Avenue,40.84651028935114,-73.86388410329644,Bus Station,4e446a5162e1b6355aac5c9d,1,POINT (-73.86388410329644 40.84651028935114),POINT (-73.8652763819 40.8463316583),36005023200
Pelham Parkway,40.857413498088654,-73.85475564017999,MTA Bus - Bx8,40.85775844402337,-73.85654548616257,Bus Station,4c97aff838dd8cfa11d2e562,0,POINT (-73.85654548616257 40.85775844402337),POINT (-73.85577889449999 40.857638191),36005029600
Cobble Hill,40.687919722485574,-73.99856139218463,Element Healing Arts,40.683656,-73.999948,Yoga Studio,4b08464cf964a520ee0723e3,27,POINT (-73.999948 40.683656),POINT (-74.0014070352 40.6835175879),36047006300
Turtle Bay,40.752042369507215,-73.96770824581834,Pickler & Co.,40.752190999999996,-73.971991,Coffee Shop,55ca5d85498e594f7095854a,82,POINT (-73.971991 40.752191),POINT (-73.9729145729 40.7513567839),36061008800
Carroll Gardens,40.68054023107649,-73.99465372828006,Bar Great Harry,40.682337792970536,-73.99352293676533,Bar,475b9b74f964a520d34c1fe3,385,POINT (-73.99352293676533 40.68233779297054),POINT (-73.99507537689999 40.6812562814),36047007500
Vinegar Hill,40.70332149882874,-73.98111603592393,Cafe Gitane,40.702756,-73.981249,Café,5b6b1b3cd41bb70039aebf16,12,POINT (-73.98124900000001 40.702756),POINT (-73.98241206029999 40.7038693467),36047002100
Belmont,40.857277100738955,-73.88845196134805,Tony & Tina's Pizza,40.85743193301232,-73.88602914297164,Pizza Place,4b97fc62f964a5202a2435e3,13,POINT (-73.88602914297164 40.85743193301232),POINT (-73.8874371859 40.857638191),36005038700
Arverne,40.58914394372971,-73.79199233136944,Subway,40.59315490722656,-73.79411315917969,Sandwich Place,5165c914e4b0383517d3d310,0,POINT (-73.79411315917969 40.59315490722656),POINT (-73.7956281407 40.5930653266),36081096400
Spuyten Duyvil,40.88139497727086,-73.91719048210393,Grill 26 at TCR,40.87880220951713,-73.9156723022461,American Restaurant,5012c967e889cf0567e9e2d4,1,POINT (-73.91567230224609 40.87880220951713),POINT (-73.91592964819999 40.87798994969999),36005029302
Battery Park City,40.71193198394565,-74.01686930508617,Num Pang Sandwich Shop,40.712726629652146,-74.01603156747436,Sandwich Place,536937d4498e999c655b37c7,46,POINT (-74.01603156747436 40.71272662965215),POINT (-74.0172361809 40.7129145729),36061031703
Park Slope,40.67232052268197,-73.97705030183924,Hungry Ghost,40.672276000000004,-73.977265,Coffee Shop,5e2c4d6803cb1200089cbb9e,20,POINT (-73.977265 40.672276),POINT (-73.97608040199999 40.6722110553),36047015700
Fulton Ferry,40.70328109093014,-73.99550751888415,Brooklyn Bridge Park - Main Street Section,40.704504,-73.989946,Park,55e521e0498e758dd080d21b,5,POINT (-73.989946 40.704504),POINT (-73.98874371859999 40.7038693467),36047002100
Lenox Hill,40.76811265828733,-73.9588596881376,J.G. Melon,40.77105,-73.95931,Burger Joint,3fd66200f964a52044ea1ee3,479,POINT (-73.95931 40.77105),POINT (-73.9602512563 40.7717085427),36061012800
Downtown,40.69084402109802,-73.98346337431099,Coffee Project New York,40.687751,-73.979387,Coffee Shop,5b89aecc8c812a002ca7f2af,82,POINT (-73.979387 40.687751),POINT (-73.97924623119999 40.688040201),36047003300
Upper East Side,40.77563857330181,-73.96050763135,Sant Ambroeus,40.77532770471081,-73.9628187835809,Italian Restaurant,4a22d7f9f964a520977d1fe3,132,POINT (-73.9628187835809 40.77532770471081),POINT (-73.9634170854 40.7762311558),36061014200
Hamilton Heights,40.823604284811935,-73.94968791883366,Geisha Japanese Cuisine,40.824354780033495,-73.95199336185046,Japanese Restaurant,531a0207498e06b4656eb8c5,35,POINT (-73.95199336185046 40.8243547800335),POINT (-73.9507537688 40.823718593),36061022500
Marble Hill,40.87655077879964,-73.91065965862981,Land & Sea Restaurant,40.877884633097885,-73.90587282193539,Seafood Restaurant,4b9c9c6af964a520b27236e3,42,POINT (-73.90587282193539 40.87788463309789),POINT (-73.90643216079999 40.87798994969999),36005028900
Yorkville,40.77592984988488,-73.94711784471826,EVF Performance,40.77562494620712,-73.94740183923969,Gym,4fb7ff5dc2ee15fc8eefd091,30,POINT (-73.94740183923969 40.77562494620712),POINT (-73.9475879397 40.7762311558),36061014402
Lenox Hill,40.76811265828733,-73.9588596881376,Up Thai,40.76989759006919,-73.9575976933572,Thai Restaurant,52be229211d2aabfe6f24d20,236,POINT (-73.9575976933572 40.76989759006919),POINT (-73.9570854271 40.7694472362),36061012600
Morris Park,40.847549063536334,-73.8504017803042,Chase Bank,40.848873299999994,-73.8538066,Bank,4c6c005af2846dcbd8a161e9,9,POINT (-73.8538066 40.84887329999999),POINT (-73.85261306529999 40.8485929648),36005025400
Hillcrest,40.723824901829204,-73.79760300912672,Chang Xin Foods Market Inc.,40.723056114282386,-73.80054975366757,Grocery Store,4b97d19bf964a520ab1735e3,13,POINT (-73.80054975366757 40.72305611428239),POINT (-73.801959799 40.721959799),36081126500
Van Nest,40.84360847124718,-73.86629918075609,Primavera Pizzeria & Restaurant,40.84576058179042,-73.86384770279791,Pizza Place,4e4cf8eebd413c4cc66da7f7,8,POINT (-73.86384770279791 40.84576058179042),POINT (-73.8652763819 40.8463316583),36005023200
Gramercy,40.737209832715,-73.98137594833541,Mia Chef Gelateria,40.74153223212723,-73.98115205100328,Ice Cream Shop,4da10e5eb1c93704e136c6a1,24,POINT (-73.98115205100328 40.74153223212723),POINT (-73.98241206029999 40.7423115578),36061006800
Kingsbridge,40.88168737120521,-73.90281798724605,Sugarboy Bakery Cafe,40.877948,-73.90286,Bakery,4debd81822713dd973b85876,15,POINT (-73.90286 40.877948),POINT (-73.9032663317 40.87798994969999),36005027700
Upper East Side,40.77563857330181,-73.96050763135,Antonucci,40.775710646540006,-73.95660701282836,Italian Restaurant,4b3bedfaf964a5209e7e25e3,42,POINT (-73.95660701282836 40.77571064654001),POINT (-73.9570854271 40.7762311558),36061014000
Upper East Side,40.77563857330181,-73.96050763135,William Poll,40.772115,-73.960711,American Restaurant,4ba0f51bf964a520118a37e3,11,POINT (-73.960711 40.772115),POINT (-73.9602512563 40.7717085427),36061012800
East Village,40.727846777270244,-73.98222616506415,Ninth Street Espresso,40.72707176407597,-73.98010700941086,Coffee Shop,49d36ca4f964a520f75b1fe3,141,POINT (-73.98010700941086 40.72707176407597),POINT (-73.97924623119999 40.7264824121),36061002800
Unionport,40.82977429787161,-73.85053524451935,Dunkin',40.8340112649089,-73.85182169814135,Donut Shop,4c0bc649bbc676b096fb4bd5,26,POINT (-73.85182169814135 40.8340112649089),POINT (-73.85261306529999 40.8350251256),36005022200
Manhattan Valley,40.797307041702865,-73.96428617740655,Broadway Dive,40.797975757598245,-73.96931697223721,Bar,40a2ba80f964a520fbf21ee3,134,POINT (-73.96931697223721 40.79797575759824),POINT (-73.96974874369999 40.7988442211),36061019100
Tompkinsville,40.637316067110326,-74.08055351790115,Bolla Market,40.63645314582397,-74.07538813084436,Deli / Bodega,4f9f1d83e4b0dcc38cb53ea4,5,POINT (-74.07538813084436 40.63645314582397),POINT (-74.0742211055 40.6360301508),36085002100
Yorkville,40.77592984988488,-73.94711784471826,Stella & Fly,40.77846380035535,-73.94828205986073,Coffee Shop,5b0edcd498fbfc002cfcad0e,29,POINT (-73.94828205986073 40.77846380035535),POINT (-73.9475879397 40.7784924623),36061014402
Howard Beach,40.65422527738487,-73.83813764600279,Carosello,40.652793235847405,-73.83844596810239,American Restaurant,4bf70a575efe2d7fdb436834,0,POINT (-73.83844596810239 40.6527932358474),POINT (-73.83994974869999 40.6518592965),36081089200
Van Nest,40.84360847124718,-73.86629918075609,Dunkin',40.845476212716456,-73.86594872329619,Donut Shop,4bfb0096bbb7c9284e8f0743,30,POINT (-73.86594872329619 40.84547621271646),POINT (-73.8652763819 40.8463316583),36005023200
Manhattan Valley,40.797307041702865,-73.96428617740655,Peaky Barista,40.798567999999996,-73.968577,Coffee Shop,5d864371ebc5f80008c24794,5,POINT (-73.968577 40.798568),POINT (-73.96974874369999 40.7988442211),36061019100
Hollis,40.71124344191904,-73.75925009335594,Jamaica Park,40.71235054313009,-73.76447795458935,Park,4e766da1a809582dd662bac9,2,POINT (-73.76447795458935 40.71235054313009),POINT (-73.7639698492 40.7129145729),36081050000
Arverne,40.58914394372971,-73.79199233136944,Locals Collective NYC,40.59039469397236,-73.79767656326294,Coffee Shop,5c9418079d7468002cf73500,14,POINT (-73.79767656326294 40.59039469397236),POINT (-73.7987939698 40.5908040201),36081095400
Tribeca,40.721521967443216,-74.01068328559087,Soulcycle Outdoors Tribeca Rooftop,40.72337,-74.009003,Gym / Fitness Center,5f7455aec5d82017b0b4090c,0,POINT (-74.00900300000001 40.72337),POINT (-74.0077386935 40.7242211055),36061003700
Yorkville,40.77592984988488,-73.94711784471826,Ottomanelli Brothers,40.7735553,-73.9492013,Deli / Bodega,4caccbe197c8a1cd21fea3a5,47,POINT (-73.9492013 40.7735553),POINT (-73.9507537688 40.7739698492),36061013600
Little Italy,40.71932379395907,-73.99730467208073,Manero’s Pizza,40.717627,-73.99847199999998,Pizza Place,5d477127f874d10008020ecf,13,POINT (-73.99847199999998 40.717627),POINT (-73.998241206 40.7174371859),36061004100
Manhattan Valley,40.797307041702865,-73.96428617740655,Ben & Jerry's,40.7997286,-73.9678537,Ice Cream Shop,49dc07e4f964a5204d5f1fe3,73,POINT (-73.96785370000001 40.7997286),POINT (-73.9665829146 40.7988442211),36061018900
New Lots,40.662744279696604,-73.88511776379292,Caterina Pizza,40.66638294169508,-73.88333574100211,Pizza Place,4ced8066dab3a09086f68fc0,7,POINT (-73.88333574100211 40.66638294169508),POINT (-73.8842713568 40.6654271357),36047112200
Hamilton Heights,40.823604284811935,-73.94968791883366,La Cocinita Latina,40.82424321642926,-73.94521556015745,Latin American Restaurant,4a41c63cf964a52096a51fe3,7,POINT (-73.94521556015745 40.82424321642926),POINT (-73.9444221106 40.823718593),36061022700
Old Town,40.59632891379513,-74.08751118005578,Dunkin',40.59659219533593,-74.08504474102887,Donut Shop,4cb6e700f6616dcb0c57e208,20,POINT (-74.08504474102887 40.59659219533593),POINT (-74.083718593 40.5975879397),36085006400
Woodrow,40.541967622888755,-74.20524582480327,Woodrow Diner,40.54283345461835,-74.20675040418,Diner,4a8ed3e6f964a520ce1220e3,24,POINT (-74.20675040418 40.54283345461835),POINT (-74.2071859296 40.5433165829),36085020801
Woodside,40.746349088602216,-73.90184166838284,Pizza Boy 2,40.745424979439456,-73.90555677036292,Pizza Place,4b019141f964a5207e4322e3,23,POINT (-73.90555677036292 40.74542497943946),POINT (-73.90643216079999 40.7445728643),36081024900
Gramercy,40.737209832715,-73.98137594833541,Maialino,40.7384419150589,-73.98561005041564,Italian Restaurant,4afb2990f964a520a91b22e3,1449,POINT (-73.98561005041564 40.7384419150589),POINT (-73.98557788939999 40.7377889447),36061005000
Weeksville,40.67503986503237,-73.93053108817337,China Garden,40.67457254049662,-73.93057429221227,Chinese Restaurant,4fca9258e4b0417a20d13d6a,2,POINT (-73.93057429221227 40.67457254049662),POINT (-73.93175879399999 40.6744723618),36047030900
Park Slope,40.67232052268197,-73.97705030183924,Bareburger,40.671899897003335,-73.97762026256561,Burger Joint,4e24820a88774a43b788390d,309,POINT (-73.97762026256561 40.67189989700334),POINT (-73.97608040199999 40.6722110553),36047015700
Downtown,40.69084402109802,-73.98346337431099,The Rockwell Place,40.688978893228565,-73.97940064213087,Bar,5c0c4a94ecb3ed0025ea4820,13,POINT (-73.97940064213087 40.68897889322857),POINT (-73.97924623119999 40.688040201),36047003300
East Village,40.727846777270244,-73.98222616506415,787 Coffee,40.726312,-73.983846,Coffee Shop,5bb4cdac28374e002bac356a,28,POINT (-73.983846 40.726312),POINT (-73.98241206029999 40.7264824121),36061003200
Howard Beach,40.65422527738487,-73.83813764600279,Walgreens,40.65631389557643,-73.83962300704792,Pharmacy,5da7925d3bac3900082ef9f7,0,POINT (-73.83962300704792 40.65631389557643),POINT (-73.83994974869999 40.6563819095),36081089200
Marble Hill,40.87655077879964,-73.91065965862981,Arturo's,40.87441177110232,-73.91027100981573,Pizza Place,4b4429abf964a52037f225e3,16,POINT (-73.91027100981573 40.87441177110232),POINT (-73.90959798989999 40.8734673367),36061030900
Gowanus,40.67393114318715,-73.99444087145339,Baskin-Robbins,40.67033004760742,-73.99339294433594,Ice Cream Shop,4cec578fd7268cfa1b7fbc4e,0,POINT (-73.99339294433594 40.67033004760742),POINT (-73.9919095477 40.6699497487),36047011700
Upper East Side,40.77563857330181,-73.96050763135,Bottle & Soul,40.77651844515788,-73.95777813061173,Wine Shop,4bf5ab5c4d5f20a1b9e297fe,15,POINT (-73.95777813061173 40.77651844515788),POINT (-73.9570854271 40.7762311558),36061014000
Downtown,40.69084402109802,-73.98346337431099,Brooklyn Fare,40.688481,-73.985304,Grocery Store,4a3e9ee4f964a52026a31fe3,433,POINT (-73.985304 40.688481),POINT (-73.98557788939999 40.688040201),36047004100
Manor Heights,40.60180957631444,-74.12059399718001,A & C Superette,40.60508717320879,-74.12100822308966,Deli / Bodega,4b9fc163f964a520af3b37e3,31,POINT (-74.12100822308966 40.60508717320879),POINT (-74.12170854270001 40.6043718593),36085018702
Vinegar Hill,40.70332149882874,-73.98111603592393,Jay & J Nail,40.703100957939355,-73.98688947592798,Spa,4b919225f964a52087c633e3,9,POINT (-73.98688947592798 40.70310095793936),POINT (-73.98557788939999 40.7038693467),36047002100
Clinton,40.75910089146212,-73.99611936309479,Brooklyn Fare,40.75613,-73.99661400000001,Supermarket,514ca6f57043482a0c84e7ab,218,POINT (-73.99661400000001 40.75613),POINT (-73.99507537689999 40.755879397),36061011100
Downtown,40.69084402109802,-73.98346337431099,Ample Hills Creamery,40.691290590298,-73.98256125886023,Ice Cream Shop,594458fdd552c72f8bf4143b,51,POINT (-73.98256125886023 40.691290590298),POINT (-73.98241206029999 40.6903015075),36047001500
Little Italy,40.71932379395907,-73.99730467208073,Wine Therapy,40.72093872820722,-73.99490063730431,Wine Shop,4a6b8ee9f964a52023cf1fe3,48,POINT (-73.99490063730431 40.72093872820722),POINT (-73.99507537689999 40.721959799),36061004300
Pomonok,40.73493618075478,-73.80486120040538,Bon Bon Bakery,40.73297,-73.804276,Bakery,5b8ab8f3364d97002c09e363,2,POINT (-73.804276 40.73297),POINT (-73.8051256281 40.7332663317),36081122701
Fulton Ferry,40.70328109093014,-73.99550751888415,FEED Shop & Cafe,40.703366704893625,-73.99166515614657,Coffee Shop,590de1ce018cbb785fcc206e,75,POINT (-73.99166515614657 40.70336670489363),POINT (-73.9919095477 40.7038693467),36047002100
Mariner's Harbor,40.63254639048112,-74.15008537046981,MTA Bus - Morningstar Rd & Forest Av (S44/S48/S89/S94/S98/X30),40.6287601522962,-74.14725808080797,Bus Stop,4d0dea207d28721ed19afb20,0,POINT (-74.14725808080797 40.6287601522962),POINT (-74.1470351759 40.6292462312),36085023900
Mott Haven,40.80623874935177,-73.91609987487574,Golden Pizza,40.80759560775795,-73.91931837081113,Pizza Place,4c6eea19fa49a1cd1c63a1e3,9,POINT (-73.91931837081113 40.80759560775795),POINT (-73.91909547739999 40.8078894472),36005003900
Civic Center,40.71522892046282,-74.00541529873355,Bikini Bar Sip n' Surf,40.7165399215898,-74.00815883125908,Café,4c2812aae19720a1d17ff758,8,POINT (-74.00815883125908 40.7165399215898),POINT (-74.0109045226 40.7174371859),36061003900
Pelham Parkway,40.857413498088654,-73.85475564017999,Capital One Bank,40.8531195,-73.8539026,Bank,4c7bceb9a86837048563174d,0,POINT (-73.8539026 40.8531195),POINT (-73.85261306529999 40.8531155779),36005028800
East Village,40.727846777270244,-73.98222616506415,Maiden Lane,40.72695098395758,-73.98000159879302,Bar,50a570e1d86c0f29e75f42d8,185,POINT (-73.98000159879302 40.72695098395758),POINT (-73.97924623119999 40.7264824121),36061002800
Long Island City,40.75021734610528,-73.93920223915505,Tacombi,40.747852,-73.941659,Mexican Restaurant,60b165ac09b4f574c27015a6,0,POINT (-73.941659 40.747852),POINT (-73.9412562814 40.7468341709),36081001900
Cobble Hill,40.687919722485574,-73.99856139218463,Colonie,40.69073324250775,-73.99596314123242,American Restaurant,4cbf097828d176b0a7c6226e,275,POINT (-73.99596314123242 40.69073324250775),POINT (-73.99507537689999 40.6903015075),36047004500
Baychester,40.866858107252696,-73.83579759808117,Chase Bank,40.866076105543534,-73.83836965596883,Bank,4d4720742e326ea8e447fea6,2,POINT (-73.83836965596883 40.86607610554353),POINT (-73.83994974869999 40.8666834171),36005036000
West Brighton,40.631878926546065,-74.1071817826561,Subway,40.629680335070546,-74.10956803417582,Sandwich Place,4c24cbc4b7b8a593d3073de8,3,POINT (-74.10956803417582 40.62968033507055),POINT (-74.10904522609999 40.6292462312),36085012100
Financial District,40.707107107270474,-74.01066544521271,Rise By We,40.704025269584655,-74.01125114411116,Gym / Fitness Center,59d2188d7247503e69259f80,15,POINT (-74.01125114411116 40.70402526958465),POINT (-74.0109045226 40.7038693467),36061000900
Woodside,40.746349088602216,-73.90184166838284,Hair Village & Spa,40.7459007287776,-73.90110036935131,Spa,4dcc62a3d4c0b5ba5e47df85,9,POINT (-73.90110036935131 40.7459007287776),POINT (-73.9001005025 40.7468341709),36081026100
Upper East Side,40.77563857330181,-73.96050763135,The Carlyle,40.77441309190471,-73.96330126859895,Hotel,4ac8d0d3f964a520b3bc20e3,63,POINT (-73.96330126859895 40.77441309190471),POINT (-73.9634170854 40.7739698492),36061013000
